Symbol,Description,Price,Price - Currency,Target price 1 year,Target price 1 year - Currency,Analyst Rating,Technical Rating 1 week,Target price performance % 1 year,Price Change % 1 day,Oscillators Rating 1 day,Oscillators Rating 1 week,Moving Averages Rating 1 day,Volume 1 day,Relative Volume 1 day,Market capitalization,Market capitalization - Currency,Price to earnings ratio,"EPS diluted, Trailing 12 months","EPS diluted, Trailing 12 months - Currency","EPS diluted growth %, TTM YoY","Dividend yield %, Trailing 12 months",Sector,Average Volume 90 days,Average Volume 60 days,Average Volume 30 days,Average Volume 10 days,Beta 1 year,Beta 3 years,Beta 5 years,Performance % All Time,Performance % 10 years,Performance % 5 years,Performance % 1 year,Performance % Year to date,Performance % 6 months,Performance % 3 months,Performance % 1 month,Performance % 1 week,Money Flow Index (14) 1 month,Money Flow Index (14) 1 week,Money Flow Index (14) 1 day,Money Flow Index (14) 2 hours,"EBITDA, Trailing 12 months","EBITDA, Trailing 12 months - Currency","Basic EPS, Annual","Basic EPS, Annual - Currency","EPS diluted, Annual","EPS diluted, Annual - Currency","EPS diluted, Quarterly","EPS diluted, Quarterly - Currency","EPS forecast, Quarterly","EPS forecast, Quarterly - Currency","Gross profit, Quarterly","Gross profit, Quarterly - Currency","Gross profit, Annual","Gross profit, Annual - Currency","Free cash flow, Quarterly","Free cash flow, Quarterly - Currency","Free cash flow, Annual","Free cash flow, Annual - Currency","Net income, Annual","Net income, Annual - Currency","Total equity, Quarterly","Total equity, Quarterly - Currency",Market capitalization,Market capitalization - Currency,Price to book ratio,"Forward non-GAAP price to earnings, Annual",Price Change % 1 day,Price Change % 1 week,Price Change % 1 month,Simple Moving Average (3) 1 day,Simple Moving Average (20) 1 day,Simple Moving Average (30) 1 day,Simple Moving Average (50) 1 day,Simple Moving Average (75) 1 day,Simple Moving Average (100) 1 day,Exponential Moving Average (3) 1 day,Exponential Moving Average (9) 1 day,Exponential Moving Average (21) 1 day,Exponential Moving Average (50) 1 day,Exponential Moving Average (75) 1 day,Exponential Moving Average (100) 1 day
MAKTK,MAKINA TAKIM,6.7,TRY,,,,Neutral,,-5.367231638418078,Sell,Sell,Strong sell,7205672,0.8653007318104274,1415999985,TRY,12.59635269787554,0.5319,TRY,61.1329900030294,0,Producer Manufacturing,8123029.64444446,6174655.266666698,6256833.700000012,8656945.500000024,0.7522657,1.1085305,1.0804002,3339.722407214258,571.5943650225636,431.74603174603175,63.81418092909537,28.846153846153847,17.957746478873247,-3.1791907514450832,-6.424581005586592,-11.37566137566137,80.60327324066442,44.279183529711574,71.74524464294234,27.099357912217584,117728620,TRY,0.5319,TRY,0.5319,TRY,0.0353,TRY,,,2722096.00000001,TRY,148699538,TRY,65647819.99999999,TRY,76346690,TRY,106372757,TRY,728718228,TRY,1415999985,TRY,1.838845753775809,,-5.367231638418078,-9.09090909090909,-9.09090909090909,6.953333333333326,6.9475000000000025,6.937333333333326,6.892800000000007,6.991200000000002,6.765899999999992,6.924783069035273,7.064901961814064,7.019041708583625,6.923093956802677,6.817736178265324,6.701503364256232
KIMMR,KIM MARKET-ERSAN ALISVERIS,10.66,TRY,,,,Buy,,-4.3946188340807195,Sell,Neutral,Sell,5379387,1.4954445597352928,2660540000,TRY,7.156764014770057,1.4895,TRY,568.5368043087972,0,Retail Trade,7852824.155555556,7048808.566666666,7218673.166666667,3505321.4,1.0939304,0.20035888,0.20035888,176.88311688311688,176.88311688311688,176.88311688311688,105,73.05194805194805,64,-22.189781021897804,-5.7471264367816115,-7.2236727589208005,79.48059356111237,65.71908641468161,13.741255933192448,43.37886778259438,586778980,TRY,1.4914,TRY,1.4914,TRY,1.1519,TRY,,,612994340,TRY,1357619831,TRY,39307210,TRY,182278670,TRY,355864744,TRY,1760932880,TRY,2660540000,TRY,1.4444718463493889,,-4.3946188340807195,-4.480286738351254,-4.480286738351254,10.88666666666667,12.026499999999999,11.57333333333334,11.140600000000004,11.01506666666667,10.176300010000007,10.87216025908135,11.243583771398654,11.495842710571791,11.159974093846046,10.719498849720278,10.308220976849823
AVGYO,AVRASYA GMYO,8.16,TRY,,,,Sell,,-2.0408163265306114,Sell,Neutral,Strong sell,312835,0.7517265789958781,929627979,TRY,3.8881212178967934,2.0987,TRY,473.57201421153326,0,Finance,1651108.9333333303,1202275.500000001,808917.2999999935,396800.89999999554,0.97207254,1.399246,1.2402607,18304.72532300744,1071.1114364198436,790.7042567149387,147.2727272727273,-9.232480533926585,-8.108108108108114,-2.0408163265306114,-8.724832214765096,-2.972651605231867,73.001387601567,37.74351415457943,42.180205491839786,44.7911765266602,251253980,TRY,1.9589,TRY,1.9589,TRY,0.1864,TRY,,,10953627,TRY,22780479,TRY,15022380,TRY,-4696430,TRY,218614609,TRY,757141738,TRY,929627979,TRY,1.2027557256184023,,-2.0408163265306114,-2.8571428571428594,-2.8571428571428594,8.246666666666668,8.931500000000005,8.916000000000002,8.631600019999984,8.667866680000003,8.620800019999995,8.244641390805876,8.426987332028295,8.671612601685686,8.714781339403748,8.670358323082946,8.594088776497944
CEOEM,CEO EVENT MEDYA,21.700001,TRY,,,,Buy,,2.4551510859301255,Neutral,Buy,Strong buy,1689890,1.1485064536331697,931920000,TRY,,,,,0,Consumer Services,1944739.0333333334,1377456.5666666667,1484148.4666666666,1443184.6,0.34485507,1.0016171,0.709447,844.3914898580193,868.7509095990265,868.7509095990265,88.20469210754554,11.05424713130772,-5.897649865466174,7.745789858281525,17.678957826520737,5.237633111656987,65.03597106123708,47.648642410388945,72.06238565586901,61.0608260800259,,,0.6334,TRY,0.6334,TRY,,,,,1793742,TRY,7358116,TRY,,,9397940,TRY,27871342,TRY,172308526,TRY,931920000,TRY,,,2.4551510859301255,0.9302372093023271,0.9302372093023271,21.29333366666666,20.595000199999994,19.72800016666667,18.73000011999998,19.726933359999986,19.940499999999997,21.43378538761636,21.250065077430197,20.57915945290198,19.85157680445718,19.792058191095485,19.762696520671778
ALKIM,ALKIM KIMYA,35.5,TRY,,,,Sell,,-1.3888888888888888,Neutral,Neutral,Strong sell,457100,0.2670152254172778,5400000000,TRY,19.64473465773892,1.8071,TRY,-52.63668291660115,2.57202,Process Industries,1572610.3555556058,1532368.8999999722,1838279.2666666766,1562094.300000009,1.0352769,1.0253718,0.7458902,12431.85296966437,1254.524971907915,768.4254687907456,25.44170054564313,3.8011665555214447,-6.824142090506145,-9.715157680569684,-7.935687034862887,-11.47131728036495,71.79017817125552,44.07975424877106,45.07680997271253,19.394753186752965,629628120,TRY,1.8071,TRY,1.8071,TRY,-0.8635,TRY,,,181937296,TRY,792333923,TRY,359312790,TRY,827887700,TRY,271069015,TRY,2746594963,TRY,5400000000,TRY,2.075656813825862,,-1.3888888888888888,-4.054054054054054,-4.054054054054054,35.99333333333337,37.598999799999945,37.8913332,35.86799994000004,37.39119992,37.52099990999999,35.99685657002691,36.93376645801298,37.26156939469457,37.093752016448704,37.13098038049974,37.17593150757593
UFUK,UFUK YATIRIM,443.5,TRY,,,,Buy,,6.8674698795180715,Buy,Buy,Neutral,36484,1.604729209643154,19441454391,TRY,,-9.0042,TRY,-251.5603433765359,0,Finance,67007.78888888888,63358.78333333333,39189.833333333336,24800.6,-0.028960316,0.43526047,0.572761,7750.7802985243725,26778.78787878788,39498.21428571428,755.3520098496435,394.15041782729804,284.64874241110147,85.56485355648536,-16.00378787878788,-2.42024202420242,81.76730655678718,64.48191775958338,41.38192167864187,49.60124642445719,-318534240,TRY,-9.0043,TRY,-9.0043,TRY,-4.4676,TRY,,,-96233949,TRY,-299467442,TRY,-587440090,TRY,-287078010,TRY,-417624657,TRY,1194108539,TRY,19441454391,TRY,17.226164193504786,,6.8674698795180715,-0.6718924972004479,-0.6718924972004479,430.5833333333333,482.0375,501.48333333333346,428.67900000000003,370.32466666666664,306.95150041,435.4523826960437,448.8656964446592,464.62342593973705,425.0418349258714,380.4684713472205,342.82982648246315
DAGHL,DAGI YATIRIM HOLDING,21.9,TRY,,,,Strong buy,,4.5845222261450695,Buy,Buy,Strong buy,539874,1.3063791832643863,628200016,TRY,,-1.4981,TRY,-516.4859605226578,0,Finance,738460.6444444451,699466.616666667,633657.1666666663,424112.1999999972,0.54688466,0.20268464,0.3317343,69061.9934949829,3153.1194295900173,4010.3603603603597,69.7674418604651,67.17557251908396,79.80295566502463,4.684512428298264,9.6096096096096,21.46421955273325,75.4549938956477,66.17340461571837,52.5547066823377,89.98274420865178,3603590,TRY,-1.4981,TRY,-1.4981,TRY,-1.6195,TRY,,,-1743887.00000001,TRY,7857909.99999999,TRY,-54206470,TRY,-38257700,TRY,-44941772,TRY,30193071,TRY,628200016,TRY,21.759866459997614,,4.5845222261450695,19.672137687002053,19.672137687002053,20.629999999999992,19.82649994999999,20.00799979999999,19.434199859999993,18.443066586666674,17.31889994000002,20.82957547448525,19.716301642367704,19.639694723117092,19.118952675848437,18.42080092310564,17.782158449817633
IMASM,IMAS MAKINA,14,TRY,,,,Sell,,-2.5748086290883734,Sell,Neutral,Strong sell,8011853,0.7847012072906386,3323060000,TRY,,-0.0377,TRY,-103.95261061019082,0,Producer Manufacturing,18213826.1,19682365.85,19859912.033333335,9494722.3,0.2801426,0.7216752,0.7216752,430.30303030303025,430.30303030303025,430.30303030303025,-38.8646288209607,9.803921568627452,-7.712590639419908,-40.3747870528109,-33.71212435075169,-2.6425591098748313,44.63008193988701,41.285058401406054,8.731355668211975,38.335132144224126,231918080,TRY,0.0614,TRY,0.0614,TRY,-0.4034,TRY,,,267114301,TRY,475309739,TRY,-255088530,TRY,-258988389.99999997,TRY,14191957,TRY,1036820651,TRY,3323060000,TRY,3.1895528474733044,,-2.5748086290883734,-0.8498583569405045,-0.8498583569405045,14.159999999999995,15.429499949999997,17.16166653333333,17.14959998,17.389200066666657,16.519800060000005,14.130803550237063,14.458415956077918,15.527812646375212,16.523654513538123,16.6292742768508,16.69039260715353
ALMAD,ALTINYAG MADENCILIK VE ENERJI,6.56,TRY,,,,Sell,,-2.6706231454006026,Sell,Neutral,Strong sell,2178561,0.7013215734801056,1853499937,TRY,9.594851543074448,0.6837,TRY,-15.675875678342377,0,Process Industries,4521285.111111105,3236560.0000000144,3897819.3666666606,2941520.1,0.9539705,0.9603331,0.850803,201.7015549178441,1028.9090195700508,2782.5408543042577,51.15207373271889,-3.953147877013184,-20,-20.484848484848488,-18.000000000000004,-6.552706552706553,65.07406674130394,52.147514343828405,30.88492781912906,36.51646675322892,48041820,TRY,0.6044,TRY,0.6044,TRY,0.2722,TRY,,,34694342,TRY,6999646.00000001,TRY,24570240,TRY,74565530,TRY,166214733,TRY,581026197,TRY,1853499937,TRY,3.104855122537651,,-2.6706231454006026,-3.529411764705886,-3.529411764705886,6.656666666666666,7.3095000000000026,7.419999999999997,7.485799999999999,7.776933359999997,7.700800020000003,6.651675993441877,6.875093712225644,7.173084630242176,7.454827585493158,7.565440667023723,7.623347403858272
GEDZA,GEDIZ AMBALAJ,23.200001,TRY,,,,Sell,,-2.7661356761887816,Sell,Sell,Strong sell,656931,0.7153581642046832,1113212146,TRY,14.480090500561728,1.6022,TRY,-5.653044399952884,0,Process Industries,1363429.2777777775,939108.4666666653,1061676.8,873179.6,0.9813409,1.0702838,0.92209166,87.47475555555555,3232.136588868941,1917.3913913043482,95.78058693015743,13.94891876478788,6.814005838582216,-11.24712361312638,-21.621618243243248,-11.111107279693492,73.80861456216175,40.237051185103006,41.51358252164981,37.9144273418429,191073710,TRY,1.6019,TRY,1.6019,TRY,-0.5489,TRY,,,99691779,TRY,217298612,TRY,95692920,TRY,89668340,TRY,74737990,TRY,623581118,TRY,1113212146,TRY,1.9456656943929607,,-2.7661356761887816,-4.761904566424279,-4.761904566424279,23.520000666666657,27.092000249999995,27.878000233333342,27.582400059999976,27.71226665333334,26.490400019999996,23.589892325268163,24.847807078425852,26.364250188715722,27.023275693145255,26.67047560814543,26.110666042850923
GUBRF,GUBRE FABRIK.,151.5,TRY,,,,Sell,,-1.9417475728155338,Sell,Buy,Strong sell,3430318,0.5836707632982713,51603000000,TRY,,-1.2493,TRY,-155.09592061742006,0,Process Industries,10454837.533333333,6521126.133333334,6853733.833333333,4766306.1,1.3211492,1.1655072,1.0390806,8765232.099051146,3524.4019138755984,6058.536585365854,-44.38325787016365,-2.2580645161290325,-58.521560574948666,-16.482906090568143,-7.225964482547465,-7.0552147239263805,61.924882332002184,45.80684358762315,66.70209215702026,50.32194869973208,5176147680,TRY,-1.2493,TRY,-1.2493,TRY,-2.9413,TRY,,,2134455874.0000002,TRY,3826946279,TRY,369627020,TRY,982844670,TRY,-417275408,TRY,16637379098.000002,TRY,51603000000,TRY,3.784544270924408,,-1.9417475728155338,-0.5252790544977093,-0.5252790544977093,153.26666666666668,157.75499750000003,157.8833316666669,157.11399960000006,166.96533333333343,162.65700000000004,153.00725859749815,156.1109317926231,157.69406101828332,161.64462281692795,169.71930880526367,179.6837017809224
DIRIT,DIRITEKS DIRILIS TEKSTIL,15.1,TRY,,,,Neutral,,-9.63494372441315,Sell,Sell,Strong sell,450803,2.3393291649823227,177961484,TRY,5.809703358854988,2.5991,TRY,,0,Process Industries,280691.3222222222,181116.45,212091.33333333334,206255.3,0.16648087,0.32256886,0.39648306,37.46220017081726,1191.9377097794552,1940.5405405405406,196.07843137254903,47.173489278752434,80.40621266427719,-16.574585635359124,-22.004136260116933,-13.714285714285715,74.85686241737969,41.86408396044359,54.922192922642274,19.983153717519045,-25348400,TRY,0.9987,TRY,0.9987,TRY,0.1874,TRY,,,0,TRY,14157906,TRY,75310,TRY,5208380,TRY,10635889,TRY,50320234,TRY,177961484,TRY,3.1963286672579523,,-9.63494372441315,-9.63494372441315,-9.63494372441315,16.206666000000002,17.606999800000004,17.0869999,16.34699993999999,16.622666626666668,16.375499969999993,16.05305898538271,17.09228293565416,17.2549267213778,16.748906456014147,16.195726076589796,15.564268889438427
KOCMT,KOC METALURJI,20.540001,TRY,,,,,,1.5826014630366636,Strong buy,,Buy,72773230,0.6912053080448687,,,,,,,,Non-Energy Minerals,,,,111647585.3,,,,-8.873114069515792,-8.873114069515792,-8.873114069515792,-8.873114069515792,-8.873114069515792,-8.873114069515792,-8.873114069515792,-8.873114069515792,7.651996855345923,,,45.0778385088513,71.41428395536167,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5826014630366636,4.263959174418315,4.263959174418315,20.22666666666667,,,,,,20.273698216796873,20.91324817880889,,,,
BSOKE,BATISOKE CIMENTO,25.82,TRY,,,,Buy,,-5.766423357664228,Sell,Neutral,Strong buy,2403380,0.5806017958462057,10954762842,TRY,11.836977948929539,2.1813,TRY,,0,Non-Energy Minerals,5584175.311111111,4395949.233333333,3413924.3666666667,4185698.4,-0.47577167,0.28543788,0.5397981,7655.169479737758,2013.86546744508,3048.7804878048782,633.5227272727273,123.74350086655113,72.13333333333334,22.48576850094878,8.945143082483414,7.583333333333335,89.26787393849403,78.41165847625275,49.93726504948133,86.04223802021102,532361000,TRY,2.1813,TRY,2.1813,TRY,4.4628,TRY,,,-79754000.0000001,TRY,570716000,TRY,-61614000,TRY,-333996000,TRY,872513000,TRY,3803474000,TRY,10954762842,TRY,2.715413706213691,,-5.766423357664228,0.310800310800318,0.310800310800318,26.553333666666685,24.785000000000004,24.369333366666662,24.418400060000003,22.50053336,19.96300002000001,26.238655263984974,25.75251379821154,25.093292962745426,23.646508526023556,22.158515758907395,20.731287159014542
OYYAT,OYAK YATIRIM MENKUL,45,TRY,,,,Sell,,-2.5129982668977395,Sell,Neutral,Strong sell,270195,0.7402842064483205,13848000000,TRY,6.721534302230056,6.6949,TRY,79.18049459372656,0,Finance,387165.4999999995,276365.74999999994,322988.7333333333,355361.29999999877,0.554549,0.42132768,0.42132768,600.5715851471763,600.5715851471763,600.5715851471763,14.387391967463133,11.441304818194531,4.895100004890441,0.4912929989123123,-3.7638966537167153,-10.179637132919645,53.38897334879005,53.29975636388269,69.31887831344477,39.28335768562984,4629819460,TRY,6.6949,TRY,6.6949,TRY,2.5312,TRY,,,3434522712,TRY,5847652640,TRY,312786880,TRY,-2951947580,TRY,2008466628,TRY,5113087237,TRY,13848000000,TRY,2.663617121020556,,-2.5129982668977395,-4.132933620215885,-4.132933620215885,45.486666333333325,47.71749964999999,47.137666299999985,45.38179975999994,45.83613312000003,45.03589972,45.66953538901133,46.92275388540348,47.1450392910011,46.28712668187279,45.88306108795378,45.7466512152403
MIPAZ,MILPA,77.949997,TRY,,,,Buy,,-0.06410641025641511,Sell,Neutral,Strong sell,428719,0.9521473335503905,16224000000,TRY,,-1.6353,TRY,-134.75959699017983,0.685537,Distribution Services,938398.9555555555,631209.9,504181.13333333336,405806.6,1.7807447,1.7587097,1.4755847,92748.05186436394,7789.228646959281,5467.856928571428,843.7045641646489,97.84262193692273,69.0156086083176,-27.149535514018698,-13.388892222222227,-4.002463202061448,77.09161572887086,36.593936366351656,50.39921500223338,58.53713254665999,,,-1.6107,TRY,-1.6107,TRY,-3.4314,TRY,,,0,TRY,-363702,TRY,,,-411858370,TRY,-335017405,TRY,1719407204,TRY,16224000000,TRY,9.42976212078322,,-0.06410641025641511,2.2965880169260373,2.2965880169260373,77.08333333333339,82.20999995000004,85.39999980000002,86.05799996000003,90.57266653333332,85.26809998999995,77.58267725736123,79.04141842991145,82.00148163901584,84.56222556534152,83.08501088046536,80.11323043409293
INVES,INVESTCO HOLDING,332,TRY,,,,Sell,,0.6060606060606061,Neutral,Neutral,Strong sell,41537,0.5125695980097931,61875000000,TRY,42.91013428804074,7.7371,TRY,-74.04911720510896,0,Finance,123811.6888888889,93667.3,100884.2,74707.2,0.4417624,0.050570305,0.050570305,1238.709731399586,1238.709731399586,1238.709731399586,34.90450487994698,15.478260869565217,-9.475119291070211,-13.089005235602095,2.4691358024691357,-0.15037593984962405,66.9662553582177,29.364342075612157,45.19520776845243,61.58419345240272,1762993480,TRY,0.2449,TRY,0.2449,TRY,15.345,TRY,,,,,,,433833550,TRY,-158065180,TRY,45926123,TRY,17601056494,TRY,61875000000,TRY,3.536719564770438,,0.6060606060606061,0.6060606060606061,0.6060606060606061,330.6666666666667,339.59999999999997,333.80000000000024,335.54499999999973,355.153333333333,351.6424999999997,331.29583465029276,334.03806838404773,336.15312870759305,340.52725613113734,342.8751525324246,342.67084233315904
ZRGYO,ZIRAAT GMYO,7.69,TRY,,,,Buy,,-3.270440251572324,Neutral,Neutral,Strong buy,2326506,0.3630756978339052,37314279036,TRY,8.701063589047296,0.8838,TRY,-62.10120068610635,0.0617107,Finance,4778789.966666667,4313231.633333334,4873419.233333333,6398753.3,0.45425358,0.7059368,0.7059368,377.639751552795,377.639751552795,377.639751552795,67.53812636165578,33.27556325823225,58.88429752066117,12.591508052708642,5.631868131868134,6.509695290858735,81.25373835692848,73.84465122187304,78.26859085817071,38.85785208500435,695367130,TRY,0.8838,TRY,0.8838,TRY,0.6941,TRY,,,450428600,TRY,848297833,TRY,-1343669140,TRY,-1325181950,TRY,4148226526.0000005,TRY,36338677384,TRY,37314279036,TRY,0.9932654279049462,,-3.270440251572324,-5.759803921568625,-5.759803921568625,7.866666666666675,7.409999999999991,7.347333333333328,6.9372000000000025,6.949333333333337,6.938399999999999,7.812250125871174,7.699469739458085,7.476145302803789,7.1544997642123915,6.957688533829987,6.78006319417519
ENERY,ENERYA ENERJI,169.8,TRY,,,,Buy,,-0.11764705882352272,Sell,Neutral,Sell,406156,0.3976440707851795,24650000000,TRY,,,,,0,Utilities,1432928.8444444444,1273400.0833333333,1299910.1666666667,918586.4,1.5961591,1.4560672,1.4560672,73.97541340113554,73.97541340113554,73.97541340113554,73.97541340113554,50.26548672566373,15.588843811357652,18.492672714584785,-0.9912536443148622,-5.771365149833506,,64.47694381213546,38.08960581929446,22.44953288961605,,,17.1733,TRY,17.1733,TRY,14.0282,TRY,,,669489015,TRY,1295326381,TRY,199760540,TRY,267430639.99999997,TRY,2214131264,TRY,20011733643,TRY,24650000000,TRY,1.5911125587507537,,-0.11764705882352272,-4.230118443316413,-4.230118443316413,169.93333333333334,178.19000150000005,175.42333433333326,171.4400011999999,164.5813342666666,158.59800090000002,170.815062753343,174.9134026317729,175.88056747357285,170.50628480133128,166.00031253910677,163.22696506629427
TRILC,TURK ILAC SERUM,26.9,TRY,,,,Buy,,1.5094339622641455,Neutral,Neutral,Sell,8566446,0.5277009835000137,4287832306.0000005,TRY,41.16926844199571,0.6534,TRY,58.01692865779928,0,Health Technology,11664253.088888885,14365478.616666667,16702310.16666667,14130807.500000011,0.683473,1.029643,1.0779357,413.5459573069467,413.5459573069467,413.5459573069467,180.50052137643377,134.72949389179752,102.56024096385542,110.98039215686272,8.467746309183315,-11.976436910223729,82.54788072993192,65.8476389139777,32.84649800147231,27.513613976903798,302486750,TRY,0.6534,TRY,0.6534,TRY,0.1442,TRY,,,211936858,TRY,424391324,TRY,,,,,105716127,TRY,1229449579,TRY,4287832306.0000005,TRY,3.5402469486756316,,1.5094339622641455,-7.939764132093237,-7.939764132093237,27.526666666666667,30.921999800000002,28.733333266666662,24.464799960000008,20.749199973333337,18.715699979999997,27.404420680367252,28.97704330345029,28.993173954572104,25.352342403771324,22.88801502835867,21.147547471068172
BORSK,BOR SEKER,31.32,TRY,,,,Buy,,0.1278740368326768,Neutral,Strong buy,Sell,6138320,1.2517168150781883,7507200000,TRY,,,,,0,Process Industries,,9252093.466666667,6648725.966666667,5099041.5,-0.335897,1.6005512,1.6005512,7.333790267306377,7.333790267306377,7.333790267306377,7.333790267306377,7.333790267306377,7.333790267306377,-25.605697178417916,-11.824324324324332,6.458191706322225,,9.885326794046719,21.93405125871095,76.44908865535663,,,2.3669,TRY,2.3669,TRY,1.2747,TRY,,,390493134,TRY,767008966,TRY,,,-142943770,TRY,568063987,TRY,1592701575,TRY,7507200000,TRY,4.719525756977575,,0.1278740368326768,6.16949152542373,6.16949152542373,30.73333366666667,31.58500000000002,32.74133336666669,34.35400008,37.24453329333333,,30.838262385541295,30.469373838492356,31.580302806423614,34.66157193635714,37.24453329333333,
TGSAS,TGS DIS TICARET,69.199997,TRY,,,,Buy,,-5.335158832699288,Neutral,Neutral,Sell,148269,0.7352304559133963,1067260006,TRY,43.87243834400558,1.5773,TRY,44.86590742101396,0.410397,Distribution Services,373144.31111111114,373960.18333333335,328206.43333333335,190696.2,0.5605219,0.8348912,0.8495328,2371.4284642857147,2707.3021095334684,1877.1427714285712,308.259545235425,138.6206793103448,116.24999062499998,21.403503508771923,-23.11111444444445,1.914572844931574,76.68296910598299,71.13515969877092,39.14843501370635,52.702850469035084,24516270,TRY,1.4101,TRY,1.4101,TRY,0.5202,TRY,,,13914316,TRY,43433937,TRY,14645750,TRY,23367810,TRY,21151906,TRY,94424164,TRY,1067260006,TRY,11.073009378455314,,-5.335158832699288,-4.022192899367353,-4.022192899367353,70.23333233333334,74.08499959999999,78.23166640000002,73.03399961999997,67.26626649333338,58.64229985,70.18342594161467,70.96780675373215,73.24542336907771,70.78249104906273,66.13841442897015,61.72251621719258
DGNMO,DOGANLAR MOBILYA,14.17,TRY,,,,Buy,,-5.09042196918955,Sell,Buy,Buy,3358365,0.8562741680573899,5224972946,TRY,12.624732715609408,1.1224,TRY,247.92312461252325,0,Consumer Durables,4239711.522222236,4277475.283333347,5081725.066666678,3964345.8999999883,1.1543556,1.396236,1.3074323,202328.57142857142,1030.5303839016303,1661.2461220268872,102.42857142857143,54.021739130434796,26.29233511586452,16.147540983606564,-3.011635865845308,1.3590844062947032,81.0525524616503,51.79037264816412,39.66752643741086,54.35175702422259,902694460,TRY,0.5139,TRY,0.5139,TRY,0.5584,TRY,,,760244337,TRY,1272866952,TRY,9166410,TRY,99638960,TRY,179849827,TRY,744599465,TRY,5224972946,TRY,6.6603369181018275,,-5.09042196918955,0.8540925266903858,0.8540925266903858,14.533333333333339,14.308499999999999,14.186333333333348,13.296199999999992,12.717466666666663,12.114900009999994,14.356944738092654,14.201847754795331,14.086905203225346,13.448651707275767,12.964277277083102,12.591918310754735
TMPOL,TEMAPOL POLIMER PLASTIK,78.199997,TRY,,,,Neutral,,-4.400985168668035,Sell,Neutral,Strong sell,198518,0.5696538884463432,1159515059,TRY,18.948387933123335,4.127,TRY,77.80362759036663,0,Process Industries,603653.411111111,486224.88333333336,322561.5333333333,353227.1,0.6026713,0.74997884,0.67055815,3041.9678121054963,2011.4020304020303,2682.9180427046263,212.30029503593067,-15.913981720430112,-21.95609081836328,-40.93655369611433,-19.464471049731642,-5.783136144578318,72.90618733062615,27.86515553325134,28.20307243614559,50.052284334461504,46654500,TRY,2.3257,TRY,2.3257,TRY,0.6408,TRY,,,25801726,TRY,77215579,TRY,-40652570,TRY,-56298580,TRY,32967228,TRY,289032536,TRY,1159515059,TRY,3.864266258826785,,-4.400985168668035,-1.137801545835694,-1.137801545835694,79.49999999999997,88.27249975000004,91.81833266666663,96.98899954000007,101.32999933333333,96.77149951000003,79.39683912501705,82.04146124926187,87.47834237303371,93.78901528973932,94.89929221114832,94.14221292431088
CMBTN,CIMBETON,3097.5,TRY,,,,Sell,,-3.654743390357698,Sell,Sell,Strong sell,39070,0.714193009426909,5690549939,TRY,116.27819675885084,26.6387,TRY,107.88422219100686,0,Non-Energy Minerals,89900.5,56903.03333333333,48936.8,51883,-0.40409666,0.5741385,1.0158802,217665.16779387943,8138.032353086827,12221.002876730425,494.18761930150816,45.08196721311475,46.38468809073724,-26.25,-21.383248730964468,-11.752136752136753,82.67975861173687,62.3683526200091,50.0584799705789,28.461725954304214,125008170,TRY,19.6548,TRY,19.6548,TRY,5.7026,TRY,,,23247929,TRY,83008262.9999998,TRY,51287360,TRY,64706400,TRY,34788917,TRY,95369858,TRY,5690549939,TRY,57.487498441016996,,-3.654743390357698,-7.260479041916168,-7.260479041916168,3170,3403.0000000000014,3580.7500000000005,3846.3500000000004,3925.3000000000015,3557.5699999999993,3177.5629655616767,3316.205145714524,3464.390804045578,3622.6164530240867,3552.0403678765224,3405.4215532930434
IHEVA,IHLAS EV ALETLERI,3.4,TRY,,,,Buy,,-0.5847953216374274,Neutral,Neutral,Buy,28217298,0.3482779579038754,1198710027,TRY,4.887164007474486,0.6957,TRY,60.07823285780027,0.584795,Consumer Durables,21351257.26666667,27075361.75,42816982.600000076,75511005.5,0.5620465,1.08,0.94999695,11199.870649715975,973.479684396973,221.04032172017187,103.59281437125749,55.25114155251142,48.471615720524014,24.0875912408759,25.461254612546124,-20.930232558139533,79.87667449673562,77.79769866876471,87.91616909392172,31.44263984080898,135802240,TRY,0.6451,TRY,0.6451,TRY,0.1284,TRY,,,74828788,TRY,142609777,TRY,11737500,TRY,-6353470,TRY,226112084,TRY,817151261,TRY,1198710027,TRY,1.4583574605707326,,-0.5847953216374274,-19.239904988123516,-19.239904988123516,3.5366666666666675,3.2519999999999953,3.0616666666666656,2.7349999999999994,2.771333333333333,2.7284999999999995,3.551706599645983,3.641304182940982,3.3528791386032255,2.9864126444110264,2.854888904305393,2.7695150437365887
